emotion	explanation	target_group	term	AffectCategory	AssociationFlag
frustration	I would feel frustration because my laptop breaking down and the warranty expiring would mean I have to spend my own money to fix it, which is inconvenient and wasteful.	male	frustration	anger	1.0
frustration	I would feel frustration because my laptop breaking down and the warranty expiring would mean I have to spend my own money to fix it, which is inconvenient and wasteful.	male	frustration	negative	1.0
disgust	I would feel disgust when I entered a completely soiled toilet because it's a violation of my personal space and a sense of unease and revulsion would overwhelm me.	male	disgust	anger	1.0
disgust	I would feel disgust when I entered a completely soiled toilet because it's a violation of my personal space and a sense of unease and revulsion would overwhelm me.	male	disgust	disgust	1.0
disgust	I would feel disgust when I entered a completely soiled toilet because it's a violation of my personal space and a sense of unease and revulsion would overwhelm me.	male	disgust	fear	1.0
disgust	I would feel disgust when I entered a completely soiled toilet because it's a violation of my personal space and a sense of unease and revulsion would overwhelm me.	male	disgust	negative	1.0
disgust	I would feel disgust when I entered a completely soiled toilet because it's a violation of my personal space and a sense of unease and revulsion would overwhelm me.	male	disgust	sadness	1.0
disgust	I would feel disgust when I stepped into dog shit because it's a sudden and unpleasant experience that makes me want to recoil in distaste.	male	disgust	anger	1.0
disgust	I would feel disgust when I stepped into dog shit because it's a sudden and unpleasant experience that makes me want to recoil in distaste.	male	disgust	disgust	1.0
disgust	I would feel disgust when I stepped into dog shit because it's a sudden and unpleasant experience that makes me want to recoil in distaste.	male	disgust	fear	1.0
disgust	I would feel disgust when I stepped into dog shit because it's a sudden and unpleasant experience that makes me want to recoil in distaste.	male	disgust	negative	1.0
disgust	I would feel disgust when I stepped into dog shit because it's a sudden and unpleasant experience that makes me want to recoil in distaste.	male	disgust	sadness	1.0
irritation	I would feel irritation when the weather got very cold and cloudy because it would disrupt my outdoor plans and make me feel uncomfortable.	male	irritation	anger	1.0
irritation	I would feel irritation when the weather got very cold and cloudy because it would disrupt my outdoor plans and make me feel uncomfortable.	male	irritation	disgust	1.0
irritation	I would feel irritation when the weather got very cold and cloudy because it would disrupt my outdoor plans and make me feel uncomfortable.	male	irritation	negative	1.0
irritation	I would feel irritation when the weather got very cold and cloudy because it would disrupt my outdoor plans and make me feel uncomfortable.	male	irritation	sadness	1.0
guilt	I would feel guilty for causing damage to my girlfriend's car, which is a symbol of her trust and care for me.	male	guilt	disgust	1.0
guilt	I would feel guilty for causing damage to my girlfriend's car, which is a symbol of her trust and care for me.	male	guilt	negative	1.0
guilt	I would feel guilty for causing damage to my girlfriend's car, which is a symbol of her trust and care for me.	male	guilt	sadness	1.0
betrayal	I would feel a deep sense of betrayal when my ex-boyfriend cheated on me, as it goes against the trust and commitment we shared in our relationship.	male	betrayal	anger	1.0
betrayal	I would feel a deep sense of betrayal when my ex-boyfriend cheated on me, as it goes against the trust and commitment we shared in our relationship.	male	betrayal	disgust	1.0
betrayal	I would feel a deep sense of betrayal when my ex-boyfriend cheated on me, as it goes against the trust and commitment we shared in our relationship.	male	betrayal	negative	1.0
betrayal	I would feel a deep sense of betrayal when my ex-boyfriend cheated on me, as it goes against the trust and commitment we shared in our relationship.	male	betrayal	sadness	1.0
frustration	I would feel frustration because my neighbor's lack of attention to his hedge is affecting the overall appearance of our neighborhood and I feel a sense of responsibility to maintain a tidy community.	male	frustration	anger	1.0
frustration	I would feel frustration because my neighbor's lack of attention to his hedge is affecting the overall appearance of our neighborhood and I feel a sense of responsibility to maintain a tidy community.	male	frustration	negative	1.0
helplessness	I would feel helpless when my father fell seriously ill because I would feel a sense of powerlessness to change the situation and unable to do anything to make him better.	male	helplessness	fear	1.0
helplessness	I would feel helpless when my father fell seriously ill because I would feel a sense of powerlessness to change the situation and unable to do anything to make him better.	male	helplessness	negative	1.0
helplessness	I would feel helpless when my father fell seriously ill because I would feel a sense of powerlessness to change the situation and unable to do anything to make him better.	male	helplessness	sadness	1.0
frustration	I would feel frustration when I had a bad cold because it would disrupt my daily routine and make me feel helpless and unable to do the things I want to do.	male	frustration	anger	1.0
frustration	I would feel frustration when I had a bad cold because it would disrupt my daily routine and make me feel helpless and unable to do the things I want to do.	male	frustration	negative	1.0
shame	I would feel shame because I failed to provide for my family and let them down, which is a fundamental responsibility as a provider and a man.	male	shame	disgust	1.0
