emotion	explanation	target_group	event	German	AffectCategory
verärgerung	Ich würde Verärgerung empfinden, wenn mein Laptop kaputt ging und die Garantie schon abgelaufen war, weil ich mich frustriert fühlen würde, dass ich nun Zeit und Geld investieren muss, um das Problem zu beheben, und dass ich mir wünsche, ich hätte mehr Zeit und Ressourcen, um solche Probleme zu vermeiden.	Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.		Cannot map the emotion
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unangenehme oder unhygienische Umgebungen habe.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unangenehme oder unhygienische Umgebungen habe.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unangenehme oder unhygienische Umgebungen habe.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unangenehme oder unhygienische Umgebungen habe.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
verärgerung	Ich würde Verärgerung empfinden, wenn ich in Hundescheiße getreten bin, weil es eine unangenehme und unhygienische Situation ist, die meine persönliche Hygiene beeinträchtigt und mich dazu zwingt, mich zu reinigen, was Zeit und Anstrengung erfordert.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin		Cannot map the emotion
melancholie	Ich würde Melancholie empfinden, wenn ich das Wetter sehr kalt und trüb wurde, weil ich eine Verbindung zwischen dem Wetter und meinem emotionalen Zustand herstellen würde. Kalt und trübes Wetter könnte mich an schlechte Erinnerungen oder an Zeiten erinnern, in denen ich mich unglücklich oder traurig gefühlt habe. Diese Assoziation würde zu einem Gefühl der Melancholie führen, da ich die dunkle und kalte Atmosphäre als eine Art Spiegelbild meiner eigenen emotionalen Verfassung empfinden würde.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	melancholie	sadness
schuldgefühl	Ich würde Schuldgefühl empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir bewusst bin, dass ich für das Fahrzeug verantwortlich bin und dass ich meine Freundin in eine schwierige Situation gebracht habe. Dieses Gefühl würde mich dazu bringen, mich um die Situation zu kümmern und zu versuchen, sie zu beruhigen und zu trösten, während ich auch die notwendigen Schritte unternehme, um den Schaden zu beheben und sicherzustellen, dass es keine weiteren Probleme gibt.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe		Cannot map the emotion
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	anger
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu schneiden, was die Ästhetik und den Wert meines eigenen Anwesens beeinträchtigen könnte.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu schneiden, was die Ästhetik und den Wert meines eigenen Anwesens beeinträchtigen könnte.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu schneiden, was die Ästhetik und den Wert meines eigenen Anwesens beeinträchtigen könnte.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu schneiden, was die Ästhetik und den Wert meines eigenen Anwesens beeinträchtigen könnte.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir bewusst bin, dass seine Erkrankung eine schwere Zeit für ihn und unsere Familie bedeutet. Die Vorstellung, dass er leiden muss und möglicherweise nicht mehr so stark sein wird, wie er es einmal war, füllt mich mit Traurigkeit.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir bewusst bin, dass seine Erkrankung eine schwere Zeit für ihn und unsere Familie bedeutet. Die Vorstellung, dass er leiden muss und möglicherweise nicht mehr so stark sein wird, wie er es einmal war, füllt mich mit Traurigkeit.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir bewusst bin, dass seine Erkrankung eine schwere Zeit für ihn und unsere Familie bedeutet. Die Vorstellung, dass er leiden muss und möglicherweise nicht mehr so stark sein wird, wie er es einmal war, füllt mich mit Traurigkeit.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir bewusst bin, dass seine Erkrankung eine schwere Zeit für ihn und unsere Familie bedeutet. Die Vorstellung, dass er leiden muss und möglicherweise nicht mehr so stark sein wird, wie er es einmal war, füllt mich mit Traurigkeit.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir bewusst bin, dass seine Erkrankung eine schwere Zeit für ihn und unsere Familie bedeutet. Die Vorstellung, dass er leiden muss und möglicherweise nicht mehr so stark sein wird, wie er es einmal war, füllt mich mit Traurigkeit.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	trust
müdigkeit	Ich würde Müdigkeit empfinden, wenn ich schwer erkältet wäre, weil das Erkältungssyndrom oft mit einer erhöhten Müdigkeit einhergeht. Die körperlichen Symptome wie Kopfschmerzen, Gelenkschmerzen und die allgemeine Schwäche würden mich anstrengend machen und dazu führen, dass ich mich müde fühle.	Mann	Ich fühlte ..., als ich schwer erkältet war.	müdigkeit	sadness
