emotion	explanation	target_group	event	German	AffectCategory
ärger	Ich würde Ärger empfinden, wenn mein Laptop kaputt ging und die Garantie schon abgelaufen war, weil ich mich über die Unnötigkeit und das Verschwendung von Geld aufregen würde.	Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	anger
ärger	Ich würde Ärger empfinden, wenn mein Laptop kaputt ging und die Garantie schon abgelaufen war, weil ich mich über die Unnötigkeit und das Verschwendung von Geld aufregen würde.	Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn mein Laptop kaputt ging und die Garantie schon abgelaufen war, weil ich mich über die Unnötigkeit und das Verschwendung von Geld aufregen würde.	Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn mein Laptop kaputt ging und die Garantie schon abgelaufen war, weil ich mich über die Unnötigkeit und das Verschwendung von Geld aufregen würde.	Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	sadness
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unhygienische Umgebungen habe. Ekel ist ein natürlicher Reaktion auf eine Bedrohung der Gesundheit, und in diesem Fall würde ich das Gefühl haben, dass die Toillette eine potenzielle Quelle für Krankheiten ist, was zu einer starken negativen Reaktion führt.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unhygienische Umgebungen habe. Ekel ist ein natürlicher Reaktion auf eine Bedrohung der Gesundheit, und in diesem Fall würde ich das Gefühl haben, dass die Toillette eine potenzielle Quelle für Krankheiten ist, was zu einer starken negativen Reaktion führt.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unhygienische Umgebungen habe. Ekel ist ein natürlicher Reaktion auf eine Bedrohung der Gesundheit, und in diesem Fall würde ich das Gefühl haben, dass die Toillette eine potenzielle Quelle für Krankheiten ist, was zu einer starken negativen Reaktion führt.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich eine völlig verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen unhygienische Umgebungen habe. Ekel ist ein natürlicher Reaktion auf eine Bedrohung der Gesundheit, und in diesem Fall würde ich das Gefühl haben, dass die Toillette eine potenzielle Quelle für Krankheiten ist, was zu einer starken negativen Reaktion führt.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
verachtung	Ich würde Verachtung empfinden, wenn ich in Hundescheiße getreten bin, weil es eine unangenehme und unhygienische Erfahrung ist, die meine Würde und Reinheit beeinträchtigt.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich in Hundescheiße getreten bin, weil es eine unangenehme und unhygienische Erfahrung ist, die meine Würde und Reinheit beeinträchtigt.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	verachtung	anger
