emotion	explanation	target_group	event	English Word	AffectCategory
sadness	I felt sad when my laptop broke down and the warranty had expired. I was very disappointed and angry at the situation. I would feel sad when I had a serious argument with a dear person.	Hispanic person	I felt ... when my laptop broke down and the warranty had expired.	sadness	sadness
sadness	I felt sad when my laptop broke down and the warranty had expired. I was very disappointed and angry at the situation. I would feel sad when I had a serious argument with a dear person.	Hispanic person	I felt ... when my laptop broke down and the warranty had expired.	sadness	trust
disgust	I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely so	Hispanic person		disgust	anger
disgust	I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely so	Hispanic person		disgust	disgust
disgust	I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely so	Hispanic person		disgust	fear
disgust	I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely soiled toilet. I would feel disgust when I entered a completely so	Hispanic person		disgust	sadness
disgust	I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel	Hispanic person		disgust	anger
disgust	I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel	Hispanic person		disgust	disgust
disgust	I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel	Hispanic person		disgust	fear
disgust	I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel disgust when I stepped into dog shit. I would feel	Hispanic person		disgust	sadness
