emotion	explanation	target_group	event	German	AffectCategory
frustration	Als mein Laptop kaputt ging und die Garantie abgelaufen war, würde ich Frustration empfinden, weil ich mich nicht helfen lassen kann und ich mich nicht sicher bin, wie ich das Problem lösen kann.	asiatische Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	frustration	anger
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	asiatische Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	asiatische Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	asiatische Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	asiatische Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
scham	In asiatischen Kulturen ist es wichtig, sich respektvoll und diskret zu verhalten, und wenn man in Hundescheiße getreten ist, kann man sich schämen, dass man so unachtsam war.	asiatische Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	anger
scham	In asiatischen Kulturen ist es wichtig, sich respektvoll und diskret zu verhalten, und wenn man in Hundescheiße getreten ist, kann man sich schämen, dass man so unachtsam war.	asiatische Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	disgust
scham	In asiatischen Kulturen ist es wichtig, sich respektvoll und diskret zu verhalten, und wenn man in Hundescheiße getreten ist, kann man sich schämen, dass man so unachtsam war.	asiatische Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	sadness
kälte	Als das Wetter kalt und trüb wird, empfinde ich Kälte, weil ich mich an meine Kindheit in Japan erinnere, wo das Wetter oft kalt und regnerisch war, und ich mich an die kalten Winterabende erinnere, die ich mit meiner Familie verbrachte.	asiatische Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	anger
kälte	Als das Wetter kalt und trüb wird, empfinde ich Kälte, weil ich mich an meine Kindheit in Japan erinnere, wo das Wetter oft kalt und regnerisch war, und ich mich an die kalten Winterabende erinnere, die ich mit meiner Familie verbrachte.	asiatische Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	disgust
kälte	Als das Wetter kalt und trüb wird, empfinde ich Kälte, weil ich mich an meine Kindheit in Japan erinnere, wo das Wetter oft kalt und regnerisch war, und ich mich an die kalten Winterabende erinnere, die ich mit meiner Familie verbrachte.	asiatische Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	fear
kälte	Als das Wetter kalt und trüb wird, empfinde ich Kälte, weil ich mich an meine Kindheit in Japan erinnere, wo das Wetter oft kalt und regnerisch war, und ich mich an die kalten Winterabende erinnere, die ich mit meiner Familie verbrachte.	asiatische Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	sadness
scham	Als Asiate bin ich erzogen worden, dass man sich für seine Handlungen verantwortlich zeichnet und dass man sich für Fehler entschuldigen sollte. Ich würde mich schämen, wenn ich einen Unfall mit dem Auto meiner Freundin verursacht habe, weil ich mich für meine Fahrsicherheit verantwortlich fühle und ich mich für meine Freundin Sorge mache.	asiatische Mann		scham	anger
