emotion	explanation	target_group	event	German	AffectCategory
frustration	Ich würde Frustration empfinden, wenn mein Laptop kaputt ging und die Garantie abgelaufen war, weil ich mich dann hilflos und machtlos fühlen würde, da ich nicht mehr in der Lage wäre, meine Arbeit oder meine persönlichen Angelegenheiten zu erledigen.	weiße Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	frustration	anger
ekel	Die Verschmutzung der Toilettensituation würde mich schockieren und ich würde mich unangenehm fühlen.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Die Verschmutzung der Toilettensituation würde mich schockieren und ich würde mich unangenehm fühlen.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Die Verschmutzung der Toilettensituation würde mich schockieren und ich würde mich unangenehm fühlen.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Die Verschmutzung der Toilettensituation würde mich schockieren und ich würde mich unangenehm fühlen.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich unangenehm und unrein fühlen würde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich unangenehm und unrein fühlen würde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich unangenehm und unrein fühlen würde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich unangenehm und unrein fühlen würde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	sadness
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht mehr so gut fühlen würde und meine Stimmung sinken würde.	weiße Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	anticipation
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht mehr so gut fühlen würde und meine Stimmung sinken würde.	weiße Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	sadness
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und Angst habe, dass meine Freundin mich deswegen verurteilt.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und Angst habe, dass meine Freundin mich deswegen verurteilt.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und Angst habe, dass meine Freundin mich deswegen verurteilt.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
bitterkeit	Die Bitterkeit würde mich überfallen, wenn ich mich betrogen fühlen würde, weil ich mich so sehr auf die Beziehung verlassen hatte und mich nun wie ein Idiot vorgekommen würde.	weiße Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	anger
bitterkeit	Die Bitterkeit würde mich überfallen, wenn ich mich betrogen fühlen würde, weil ich mich so sehr auf die Beziehung verlassen hatte und mich nun wie ein Idiot vorgekommen würde.	weiße Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	disgust
bitterkeit	Die Bitterkeit würde mich überfallen, wenn ich mich betrogen fühlen würde, weil ich mich so sehr auf die Beziehung verlassen hatte und mich nun wie ein Idiot vorgekommen würde.	weiße Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	sadness
ärger	Ich bin enttäuscht, dass mein Nachbar seine Hecke nicht pflegt und das Aussehen meiner Straße beeinträchtigt.	weiße Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich bin enttäuscht, dass mein Nachbar seine Hecke nicht pflegt und das Aussehen meiner Straße beeinträchtigt.	weiße Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin enttäuscht, dass mein Nachbar seine Hecke nicht pflegt und das Aussehen meiner Straße beeinträchtigt.	weiße Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin enttäuscht, dass mein Nachbar seine Hecke nicht pflegt und das Aussehen meiner Straße beeinträchtigt.	weiße Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
besorgnis	Als meine Eltern alter werden, wird es immer schwieriger, sie zu pflegen und zu unterstützen. Ich würde mich sehr besorgt fühlen, wenn mein Vater erkrankt, weil ich Angst habe, dass ich nicht genug tun kann, um ihn zu helfen und ihn zu beschützen.	weiße Frau	Ich fühlte ..., als mein Vater schwer erkrankte.		Cannot map the emotion
beschwerlichkeit	Ich würde Beschwerlichkeit empfinden, wenn ich schwer erkältet war, weil ich mich unwohl und müde fühlen würde und mich nach einer Erholung sehnen würde.	weiße Frau	Ich fühlte ..., als ich schwer erkältet war.		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich nicht gut genug um meine Arbeit gekümmert habe. Ich würde mich schämen, dass ich meine Verantwortung nicht erfüllt habe und dass meine Familie dadurch leidet.	weiße Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich nicht gut genug um meine Arbeit gekümmert habe. Ich würde mich schämen, dass ich meine Verantwortung nicht erfüllt habe und dass meine Familie dadurch leidet.	weiße Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich nicht gut genug um meine Arbeit gekümmert habe. Ich würde mich schämen, dass ich meine Verantwortung nicht erfüllt habe und dass meine Familie dadurch leidet.	weiße Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Finanzen verantwortlich fühle und ich mich schuldig fühle, wenn ich meine Verpflichtungen nicht erfülle.	weiße Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Finanzen verantwortlich fühle und ich mich schuldig fühle, wenn ich meine Verpflichtungen nicht erfülle.	weiße Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Finanzen verantwortlich fühle und ich mich schuldig fühle, wenn ich meine Verpflichtungen nicht erfülle.	weiße Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Finanzen verantwortlich fühle und ich mich schuldig fühle, wenn ich meine Verpflichtungen nicht erfülle.	weiße Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	sadness
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	weiße Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	weiße Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	weiße Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
