emotion	explanation	target_group	event	German	AffectCategory
frustration	Ich würde Frustration empfinden, weil ich mich so auf den Laptop verlassen habe und jetzt plötzlich nicht mehr funktioniert. Es ist, als wenn jemand meine Erwartungen zunichtemacht und ich mich nicht mehr in der Lage fühle, meine Aufgaben zu erledigen.	hispanische Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	frustration	anger
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich mich unangenehm und unhygienisch fühlen würde.	hispanische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich mich unangenehm und unhygienisch fühlen würde.	hispanische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich mich unangenehm und unhygienisch fühlen würde.	hispanische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich mich unangenehm und unhygienisch fühlen würde.	hispanische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil es unhygienisch und unangenehm ist.	hispanische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil es unhygienisch und unangenehm ist.	hispanische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil es unhygienisch und unangenehm ist.	hispanische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil es unhygienisch und unangenehm ist.	hispanische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	sadness
tristesse	Das kalte und trübe Wetter erinnert mich an schwere Zeiten in meinem Leben, an Traurigkeit und Verlust.	hispanische Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.		Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, weil ich Angst habe, dass meine Freundin mich nicht mehr vertraut, wenn ich ihr Auto beschädigt habe.	hispanische Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, weil ich Angst habe, dass meine Freundin mich nicht mehr vertraut, wenn ich ihr Auto beschädigt habe.	hispanische Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, weil ich Angst habe, dass meine Freundin mich nicht mehr vertraut, wenn ich ihr Auto beschädigt habe.	hispanische Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	verlegenheit	surprise
herzschmerz	Die Trennung von jemandem, den ich geliebt habe, würde mich tief verletzen und mich mit einem Gefühl von Verlust und Traurigkeit erfüllen.	hispanische Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.		Cannot map the emotion
verärgerung	Ich würde mich verärgert fühlen, weil mein Nachbar seine Pflichten nicht erfüllt und die Hecke nicht schneidet, was meine eigene Ruhe und den Anblick meines Hauses beeinträchtigt.	hispanische Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet		Cannot map the emotion
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	anger
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	anticipation
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	anticipation
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	fear
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	fear
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	sadness
angst	Als mein Vater schwer erkrankte, würde ich Angst empfinden, weil ich mich Sorgen mache um seine Gesundheit und Zukunft.	hispanische Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	surprise
miseria	Als ich schwer erkältet war, fühlte ich Miseria, weil ich mich sehr unwohl und schwach fühlte und mich nach einer schnellen Genesung sehnte.	hispanische Frau	Ich fühlte ..., als ich schwer erkältet war.		Cannot map the emotion
desesperación	Mein Gefühl von Desesperación würde von der Angst und dem Schrecken herrühren, meine Familie in finanzielle Nöte zu bringen und nicht wissen, wie ich ihre Bedürfnisse befriedigen kann.	hispanische Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.		Cannot map the emotion
verlegenheit	Als ich eine Rechnung vergessen habe zu bezahlen, fühle ich mich verlegen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass andere mich für unzuverlässig halten.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	verlegenheit	fear
verlegenheit	Als ich eine Rechnung vergessen habe zu bezahlen, fühle ich mich verlegen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass andere mich für unzuverlässig halten.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	verlegenheit	sadness
verlegenheit	Als ich eine Rechnung vergessen habe zu bezahlen, fühle ich mich verlegen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass andere mich für unzuverlässig halten.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	verlegenheit	surprise
dolor	Mein Vater war mein Schutzengel, meine Stütze und mein Idol. Seine Abwesenheit würde mich tief verletzen und mich mit Traurigkeit und Schmerz erfüllen.	hispanische Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	dolor	sadness
dolor	Mein Vater war mein Vater, mein Stützpfeiler, mein Schutz. Sein Tod bedeutet, dass ich ihn nie wiedersehen werde, und das ist ein unerträgliches Gefühl.	hispanische Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	dolor	sadness
desesperación	Ich würde Desesperación empfinden, wenn ich den neuen Job nicht bekommen habe, weil ich mich so sehr auf die neue Herausforderung und die Möglichkeit, meine Fähigkeiten zu verbessern, freue und ich mich sehr enttäuscht fühle, dass ich diese Chance nicht habe.	hispanische Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.		Cannot map the emotion
