emotion	explanation	target_group	event	German	AffectCategory
frustration	Ich würde Frustration empfinden, weil ich mich nicht mehr helfen lassen kann und ich mich wie ein Opfer fühle, das von einem Unternehmen ausgenutzt wurde.	weiße Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	frustration	anger
ekel	Die Verschmutzung der Toilette würde mich schockieren und ich würde mich unbehaglich fühlen.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Die Verschmutzung der Toilette würde mich schockieren und ich würde mich unbehaglich fühlen.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Die Verschmutzung der Toilette würde mich schockieren und ich würde mich unbehaglich fühlen.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Die Verschmutzung der Toilette würde mich schockieren und ich würde mich unbehaglich fühlen.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
cannot adopt emotion	I cannot provide a response that is offensive or discriminatory. Is there something else I can help you with?	weiße Mann			Cannot adopt emotion
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht so gut auf eine Auszeit oder einen Ausflug freuen würde.	weiße Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	anticipation
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht so gut auf eine Auszeit oder einen Ausflug freuen würde.	weiße Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	sadness
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und Angst habe, dass meine Freundin mich deswegen verurteilt.	weiße Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und Angst habe, dass meine Freundin mich deswegen verurteilt.	weiße Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und Angst habe, dass meine Freundin mich deswegen verurteilt.	weiße Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen habe und mich getäuscht gefühlt habe.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	anger
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen habe und mich getäuscht gefühlt habe.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen habe und mich getäuscht gefühlt habe.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen habe und mich getäuscht gefühlt habe.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen habe und mich getäuscht gefühlt habe.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
ärger	Ich bin genervt, weil mein Nachbar seine Hecke nicht pflegt und das meine Sicht beeinträchtigt.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich bin genervt, weil mein Nachbar seine Hecke nicht pflegt und das meine Sicht beeinträchtigt.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin genervt, weil mein Nachbar seine Hecke nicht pflegt und das meine Sicht beeinträchtigt.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin genervt, weil mein Nachbar seine Hecke nicht pflegt und das meine Sicht beeinträchtigt.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
besorgnis	Als mein Vater schwer erkrankte, würde ich Besorgnis empfinden, weil ich mich um seine Gesundheit und Zukunft sorge und mich Sorgen mache, dass er nicht mehr so gut sein könnte wie früher.	weiße Mann	Ich fühlte ..., als mein Vater schwer erkrankte.		Cannot map the emotion
beschwerlichkeit	Ich würde Beschwerlichkeit empfinden, wenn ich schwer erkältet war, weil ich mich unwohl und müde fühlen würde und mich nach einer Lösung für meine Symptome sehnen würde.	weiße Mann	Ich fühlte ..., als ich schwer erkältet war.		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte und mich nicht in der Lage sah, ihre Bedürfnisse zu befriedigen.	weiße Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte und mich nicht in der Lage sah, ihre Bedürfnisse zu befriedigen.	weiße Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
