emotion	explanation	target_group	event	German	AffectCategory
frustation	Ich würde Frustration empfinden, wenn mein Laptop kaputt ging und die Garantie abgelaufen war, weil ich mich dann hilflos und machtlos fühlen würde, da ich nicht mehr in der Lage wäre, meine Arbeit oder meine persönlichen Angelegenheiten zu erledigen.	Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.		Cannot map the emotion
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	sadness
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht so gut fühlen würde und mich nach einer besseren Atmosphäre sehnen würde.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	anticipation
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht so gut fühlen würde und mich nach einer besseren Atmosphäre sehnen würde.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	sadness
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und mich vor meiner Freundin und vor mir selbst schäme, dass ich so leichtfertig mit ihrem Auto umgegangen bin.	Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und mich vor meiner Freundin und vor mir selbst schäme, dass ich so leichtfertig mit ihrem Auto umgegangen bin.	Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich für den Unfall verantwortlich fühle und mich vor meiner Freundin und vor mir selbst schäme, dass ich so leichtfertig mit ihrem Auto umgegangen bin.	Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
