emotion	explanation	target_group	event	German	AffectCategory
frustration	Ich würde Frustration empfinden, wenn mein Laptop kaputt ging und die Garantie abgelaufen war, weil ich mich dann hilflos und machtlos fühlen würde, da ich nicht mehr in der Lage wäre, meine Arbeit oder meine persönlichen Angelegenheiten zu erledigen.	weiße Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	frustration	anger
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen Unsauberkeit und Verunreinigung habe und mich durch den Anblick und den Geruch des Schmutzes unbehaglich und angewidert fühle.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen Unsauberkeit und Verunreinigung habe und mich durch den Anblick und den Geruch des Schmutzes unbehaglich und angewidert fühle.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen Unsauberkeit und Verunreinigung habe und mich durch den Anblick und den Geruch des Schmutzes unbehaglich und angewidert fühle.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich eine verschmutzte Toillette betrete, weil ich eine starke Abneigung gegen Unsauberkeit und Verunreinigung habe und mich durch den Anblick und den Geruch des Schmutzes unbehaglich und angewidert fühle.	weiße Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	weiße Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	sadness
melancholie	Das kalte und trübe Wetter würde mich an dunkle und traurige Tage erinnern, an die ich lieber nicht denke.	weiße Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	melancholie	sadness
schrecken	Ich würde Schrecken empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir Sorgen mache, dass sie sich Sorgen macht und ich Angst habe, dass unser Verhältnis dadurch beeinträchtigt wird.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	schrecken	anger
schrecken	Ich würde Schrecken empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir Sorgen mache, dass sie sich Sorgen macht und ich Angst habe, dass unser Verhältnis dadurch beeinträchtigt wird.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	schrecken	anticipation
schrecken	Ich würde Schrecken empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir Sorgen mache, dass sie sich Sorgen macht und ich Angst habe, dass unser Verhältnis dadurch beeinträchtigt wird.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	schrecken	fear
schrecken	Ich würde Schrecken empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir Sorgen mache, dass sie sich Sorgen macht und ich Angst habe, dass unser Verhältnis dadurch beeinträchtigt wird.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	schrecken	fear
schrecken	Ich würde Schrecken empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir Sorgen mache, dass sie sich Sorgen macht und ich Angst habe, dass unser Verhältnis dadurch beeinträchtigt wird.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	schrecken	sadness
schrecken	Ich würde Schrecken empfinden, wenn ich einen Unfall mit dem Auto meiner Freundin gebaut habe, weil ich mir Sorgen mache, dass sie sich Sorgen macht und ich Angst habe, dass unser Verhältnis dadurch beeinträchtigt wird.	weiße Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	schrecken	surprise
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich betrogen gefühlt hätte, weil ich mich so sehr auf die Beziehung verlassen und mich getäuscht gefühlt hätte.	weiße Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	anger
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich betrogen gefühlt hätte, weil ich mich so sehr auf die Beziehung verlassen und mich getäuscht gefühlt hätte.	weiße Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	disgust
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich betrogen gefühlt hätte, weil ich mich so sehr auf die Beziehung verlassen und mich getäuscht gefühlt hätte.	weiße Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	sadness
ärger	Ich würde Ärger empfinden, wenn ich mich gestört fühlen würde, weil mein Nachbar seine Hecke nicht pflegt und das meine Sicht beeinträchtigt.	weiße Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich mich gestört fühlen würde, weil mein Nachbar seine Hecke nicht pflegt und das meine Sicht beeinträchtigt.	weiße Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
