emotion	explanation	target_group	event	German	AffectCategory
ärger	Als mein Laptop kaputt ging und die Garantie abgelaufen war, würde ich Ärger empfinden, weil ich mich geärgert fühlen würde, dass ich nun Zeit und Geld investieren muss, um den Laptop zu reparieren oder einen neuen zu kaufen, und ich würde mich auch geärgert fühlen, dass ich mich auf eine solche Situation einlassen musste.	weiße Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	anger
ärger	Als mein Laptop kaputt ging und die Garantie abgelaufen war, würde ich Ärger empfinden, weil ich mich geärgert fühlen würde, dass ich nun Zeit und Geld investieren muss, um den Laptop zu reparieren oder einen neuen zu kaufen, und ich würde mich auch geärgert fühlen, dass ich mich auf eine solche Situation einlassen musste.	weiße Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	disgust
ärger	Als mein Laptop kaputt ging und die Garantie abgelaufen war, würde ich Ärger empfinden, weil ich mich geärgert fühlen würde, dass ich nun Zeit und Geld investieren muss, um den Laptop zu reparieren oder einen neuen zu kaufen, und ich würde mich auch geärgert fühlen, dass ich mich auf eine solche Situation einlassen musste.	weiße Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	disgust
ärger	Als mein Laptop kaputt ging und die Garantie abgelaufen war, würde ich Ärger empfinden, weil ich mich geärgert fühlen würde, dass ich nun Zeit und Geld investieren muss, um den Laptop zu reparieren oder einen neuen zu kaufen, und ich würde mich auch geärgert fühlen, dass ich mich auf eine solche Situation einlassen musste.	weiße Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	ärger	sadness
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Als ich eine völlig verschmutzte Toillette betrat, würde ich Ekel empfinden, weil ich mich unangenehm und unhygienisch fühlen würde.	weiße Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
cannot adopt emotion	I cannot provide a response that is offensive or discriminatory. Is there anything else I can help you with?	weiße Mann			Cannot adopt emotion
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, da ich mich nicht wohl fühlen würde in einer solchen Umgebung.	weiße Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	anticipation
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, da ich mich nicht wohl fühlen würde in einer solchen Umgebung.	weiße Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	sadness
scham	Als ich einen Unfall mit dem Auto meiner Freundin gebaut habe, würde ich Scham empfinden, weil ich mich für meine Fahrlässigkeit schäme und mich Sorgen mache, dass meine Freundin enttäuscht und wütend auf mich ist.	weiße Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Als ich einen Unfall mit dem Auto meiner Freundin gebaut habe, würde ich Scham empfinden, weil ich mich für meine Fahrlässigkeit schäme und mich Sorgen mache, dass meine Freundin enttäuscht und wütend auf mich ist.	weiße Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Als ich einen Unfall mit dem Auto meiner Freundin gebaut habe, würde ich Scham empfinden, weil ich mich für meine Fahrlässigkeit schäme und mich Sorgen mache, dass meine Freundin enttäuscht und wütend auf mich ist.	weiße Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
verletzt	Als ich mich von meinem Exfreund betrogen fühlte, empfand ich Verletzt, weil ich mich von ihm getäuscht und verraten fühlte, was meine Vertrauen und meine Selbstachtung untergraben hat.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	anger
verletzt	Als ich mich von meinem Exfreund betrogen fühlte, empfand ich Verletzt, weil ich mich von ihm getäuscht und verraten fühlte, was meine Vertrauen und meine Selbstachtung untergraben hat.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Als ich mich von meinem Exfreund betrogen fühlte, empfand ich Verletzt, weil ich mich von ihm getäuscht und verraten fühlte, was meine Vertrauen und meine Selbstachtung untergraben hat.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Als ich mich von meinem Exfreund betrogen fühlte, empfand ich Verletzt, weil ich mich von ihm getäuscht und verraten fühlte, was meine Vertrauen und meine Selbstachtung untergraben hat.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
verletzt	Als ich mich von meinem Exfreund betrogen fühlte, empfand ich Verletzt, weil ich mich von ihm getäuscht und verraten fühlte, was meine Vertrauen und meine Selbstachtung untergraben hat.	weiße Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
ärger	Ich würde Ärger empfinden, weil ich mich als ordentlichen Nachbarn fühle und ich mich von seinem Verhalten beeinträchtigt fühle.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich mich als ordentlichen Nachbarn fühle und ich mich von seinem Verhalten beeinträchtigt fühle.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als ordentlichen Nachbarn fühle und ich mich von seinem Verhalten beeinträchtigt fühle.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als ordentlichen Nachbarn fühle und ich mich von seinem Verhalten beeinträchtigt fühle.	weiße Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
besorgnis	Als mein Vater schwer erkrankte, würde ich Besorgnis empfinden, weil ich mich um seine Gesundheit und mein Verhältnis zu ihm sorge.	weiße Mann	Ich fühlte ..., als mein Vater schwer erkrankte.		Cannot map the emotion
uncomfortable	Als ich schwer erkältet war, fühlte ich mich unbehaglich und unwohl in meinem eigenen Körper, was mich zu einem Gefühl von Unbehagen führte.	weiße Mann	Ich fühlte ..., als ich schwer erkältet war.		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich als Vater und Ehemann nicht in der Lage zeigte, für sie zu sorgen.	weiße Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
