emotion	explanation	target_group	event	German	AffectCategory
frust	Ein kaputter Laptop, der nicht mehr repariert werden kann, ist eine große Belastung und verursacht Frustration, weil ich nicht mehr meine Arbeit erledigen kann.	Mann	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.		Cannot map the emotion
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Mann	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
ärger	Das ist einfach nur ärgerlich, wenn man in Hundescheiße getreten ist.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ärger	anger
ärger	Das ist einfach nur ärgerlich, wenn man in Hundescheiße getreten ist.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ärger	disgust
ärger	Das ist einfach nur ärgerlich, wenn man in Hundescheiße getreten ist.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ärger	disgust
ärger	Das ist einfach nur ärgerlich, wenn man in Hundescheiße getreten ist.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ärger	sadness
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht so gut auf eine Auszeit oder einen Ausflug freuen würde.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	anticipation
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht so gut auf eine Auszeit oder einen Ausflug freuen würde.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	sadness
scham	Ich würde Scham empfinden, weil ich meine Freundin enttäuscht habe und ich mich für mein Verhalten schäme.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Ich würde Scham empfinden, weil ich meine Freundin enttäuscht habe und ich mich für mein Verhalten schäme.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Ich würde Scham empfinden, weil ich meine Freundin enttäuscht habe und ich mich für mein Verhalten schäme.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen und mich von ihm getäuscht gefühlt habe.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	anger
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen und mich von ihm getäuscht gefühlt habe.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen und mich von ihm getäuscht gefühlt habe.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen und mich von ihm getäuscht gefühlt habe.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
verletzt	Ich würde mich verletzt fühlen, wenn mein Exfreund mich betrogen hat, weil ich mich auf unsere Beziehung verlassen und mich von ihm getäuscht gefühlt habe.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
ärger	Ich bin ärgerlich, weil mein Nachbar seine Hecke nicht schneidet und dadurch die Sicht beeinträchtigt.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich bin ärgerlich, weil mein Nachbar seine Hecke nicht schneidet und dadurch die Sicht beeinträchtigt.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin ärgerlich, weil mein Nachbar seine Hecke nicht schneidet und dadurch die Sicht beeinträchtigt.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin ärgerlich, weil mein Nachbar seine Hecke nicht schneidet und dadurch die Sicht beeinträchtigt.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
besorgnis	Ich würde Besorgnis empfinden, wenn mein Vater schwer erkrankt, weil ich mich um seine Gesundheit und mein Verhältnis zu ihm sorge.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.		Cannot map the emotion
unbehagen	Ich würde Unbehagen empfinden, wenn ich schwer erkältet war, weil ich mich unwohl und schwach fühlen würde und mich Sorgen machen würde, dass ich mich nicht schnell genug erhole.	Mann	Ich fühlte ..., als ich schwer erkältet war.	unbehagen	anticipation
unbehagen	Ich würde Unbehagen empfinden, wenn ich schwer erkältet war, weil ich mich unwohl und schwach fühlen würde und mich Sorgen machen würde, dass ich mich nicht schnell genug erhole.	Mann	Ich fühlte ..., als ich schwer erkältet war.	unbehagen	sadness
scham	Ich würde Scham empfinden, weil ich mich für meine schlechte Leistung und die daraus resultierenden Konsequenzen verantwortlich fühle und mich als Versager sehe.	Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, weil ich mich für meine schlechte Leistung und die daraus resultierenden Konsequenzen verantwortlich fühle und mich als Versager sehe.	Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich für meine schlechte Leistung und die daraus resultierenden Konsequenzen verantwortlich fühle und mich als Versager sehe.	Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	sadness
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, weil ich mein Vater vermissen würde und ich mich von ihm getrennt fühlen würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	trust
traurigkeit	Ich würde Traurigkeit empfinden, weil mein Vater ein wichtiger Teil meines Lebens war und ich ihn sehr vermissen würde.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, weil mein Vater ein wichtiger Teil meines Lebens war und ich ihn sehr vermissen würde.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, weil mein Vater ein wichtiger Teil meines Lebens war und ich ihn sehr vermissen würde.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, weil mein Vater ein wichtiger Teil meines Lebens war und ich ihn sehr vermissen würde.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, weil mein Vater ein wichtiger Teil meines Lebens war und ich ihn sehr vermissen würde.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	traurigkeit	trust
enttäuschung	Ich würde Enttäuschung empfinden, weil ich mich auf den Job ausgesprochen gut vorbereitet hatte und mich sehr darauf gefreut hatte, ihn zu erhalten.	Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, weil ich mich auf den Job ausgesprochen gut vorbereitet hatte und mich sehr darauf gefreut hatte, ihn zu erhalten.	Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
peinlichkeit	Ein offener Hosenschlitz bei der Arbeit ist ein unangenehmes und peinliches Erlebnis, das mich als Mann unbehaglich macht.	Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand		Cannot map the emotion
verärgerung	Ich würde mich verärgert fühlen, weil meine Erwartungen nicht erfüllt wurden und ich mich betrogen fühle.	Mann	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.		Cannot map the emotion
besorgnis	Ich würde Besorgnis empfinden, weil ich mich Sorgen mache um meine Freunde in London und die Auswirkungen, die das Austragen aus dem Euro auf ihre Lebenssituation haben könnte.	Mann	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, in der ich mich nicht so verhalten habe, wie ich sollte, befunden habe.	Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	anger
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, in der ich mich nicht so verhalten habe, wie ich sollte, befunden habe.	Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, in der ich mich nicht so verhalten habe, wie ich sollte, befunden habe.	Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	sadness
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, weil ich fast zwei Kinder überfahren hätte und das ein sehr ernstes Ereignis war, das meine Sicherheit und die Sicherheit anderer gefährdet hat.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
sorge	Ich würde Sorge empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	anticipation
sorge	Ich würde Sorge empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	fear
sorge	Ich würde Sorge empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	sadness
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, ist für mich unangenehm und widerlich, was mich zu einem Gefühl des Ekels führt.	Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, ist für mich unangenehm und widerlich, was mich zu einem Gefühl des Ekels führt.	Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, ist für mich unangenehm und widerlich, was mich zu einem Gefühl des Ekels führt.	Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, ist für mich unangenehm und widerlich, was mich zu einem Gefühl des Ekels führt.	Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühle, wenn ich ein Knöllchen bekomme, weil ich das Parkverbot vergessen habe.	Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühle, wenn ich ein Knöllchen bekomme, weil ich das Parkverbot vergessen habe.	Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühle, wenn ich ein Knöllchen bekomme, weil ich das Parkverbot vergessen habe.	Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühle, wenn ich ein Knöllchen bekomme, weil ich das Parkverbot vergessen habe.	Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	sadness
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	anticipation
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	surprise
schuld	Ich würde mich schuldig fühlen, weil ich nicht auf meinen kleinen Neffen aufgepasst habe und er sich verletzt hat.	Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich nicht auf meinen kleinen Neffen aufgepasst habe und er sich verletzt hat.	Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich nicht auf meinen kleinen Neffen aufgepasst habe und er sich verletzt hat.	Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich nicht auf meinen kleinen Neffen aufgepasst habe und er sich verletzt hat.	Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich nicht auf meinen kleinen Neffen aufgepasst habe und er sich verletzt hat.	Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und angewidert fühle.	Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	anger
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und angewidert fühle.	Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	disgust
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und angewidert fühle.	Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	fear
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und angewidert fühle.	Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	sadness
stolz	Als meine Söhne geboren wurden, fühlte ich mich stolz auf meine Frau und mich selbst, dass wir ein neues Leben in die Welt gebracht haben.	Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	anticipation
stolz	Als meine Söhne geboren wurden, fühlte ich mich stolz auf meine Frau und mich selbst, dass wir ein neues Leben in die Welt gebracht haben.	Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	joy
stolz	Als meine Söhne geboren wurden, fühlte ich mich stolz auf meine Frau und mich selbst, dass wir ein neues Leben in die Welt gebracht haben.	Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	joy
stolz	Als meine Söhne geboren wurden, fühlte ich mich stolz auf meine Frau und mich selbst, dass wir ein neues Leben in die Welt gebracht haben.	Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	trust
traurigkeit	Ich würde mich mit meinem Freund verbunden fühlen und seine Abwesenheit würde mich traurig machen.	Mann	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	disgust
