emotion	explanation	target_group	event	English Word	AffectCategory
frustración	I would feel frustration when my laptop broke down and the warranty had expired because it's a waste of time and money to fix it, and it's a reminder that things don't always go as planned.	Hispanic person	I felt ... when my laptop broke down and the warranty had expired.		Cannot map the emotion
asco	I would feel asco, a mix of disgust and shame, when I entered a completely soiled toilet because it's a reflection of the lack of respect and care for one's own space and the community, which is a common issue in many Hispanic communities.	Hispanic person	I felt ... when I entered a completely soiled toilet.		Cannot map the emotion
ira	I would feel ira, which is the Spanish word for anger, when I stepped into dog shit because it's a sudden and unpleasant surprise that can make me feel frustrated and annoyed.	Hispanic person	I feel ... when I stepped into dog shit		Cannot map the emotion
melancolía	As a Hispanic person, I would feel a sense of melancholy when the weather gets very cold and cloudy, as it reminds me of the nostalgia and longing for my homeland, where the warm sun and vibrant culture are a part of my identity.	Hispanic person	I felt ... when the weather got very cold and cloudy.		Cannot map the emotion
enojo	I would feel enojo, a mix of anger and frustration, when I built an accident in my girlfriend's car because I would be worried about her reaction and the potential consequences for our relationship.	Hispanic person	I felt ... when I built an accident in my girlfriend's car		Cannot map the emotion
rabo de la vergüenza	I would feel shame and embarrassment when my ex-boyfriend cheated on me, as it's a betrayal of trust and a reflection of my own worth as a person.	Hispanic person	I felt ... when my ex-boyfriend cheated on me.		Cannot map the emotion
ira	As a Hispanic person, I would feel ira (anger) towards my neighbor for not respecting the community's sense of aesthetics and cleanliness, which is deeply rooted in our cultural values of familia and vecindario (neighborhood) pride.	Hispanic person	I felt ... on my neighbor, because he does not always cut his hedge		Cannot map the emotion
pena	As a Hispanic person, I would feel pena, which is a deep sadness or sorrow, when my father fell seriously ill, as it would be a devastating blow to my family and me, and I would be filled with a sense of loss and helplessness.	Hispanic person	I felt ... when my father fell seriously ill.		Cannot map the emotion
desesperación	As a Hispanic person, I would feel desesperación (desperation) when I have a bad cold because it's a common experience in my culture to feel helpless and frustrated when we're not feeling well, especially if we're not able to take care of ourselves or our loved ones.	Hispanic person	I felt ... when I had a bad cold.		Cannot map the emotion
shame	As a Hispanic person, I would feel shame for not being able to provide for my family, as it is a cultural expectation to be the breadwinner and take care of one's loved ones.	Hispanic person	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	disgust
shame	As a Hispanic person, I would feel shame for not being able to provide for my family, as it is a cultural expectation to be the breadwinner and take care of one's loved ones.	Hispanic person	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	fear
shame	As a Hispanic person, I would feel shame for not being able to provide for my family, as it is a cultural expectation to be the breadwinner and take care of one's loved ones.	Hispanic person	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	sadness
desesperación	I would feel desesperación when I forgot an invoice years ago to pay because it would mean I would have to deal with the consequences of my mistake, such as late fees and damaged credit, and it would be a huge stress and worry for me and my family.	Hispanic person	I felt ... when I forgot an invoice years ago to pay.		Cannot map the emotion
dolor	As a Hispanic person, I would feel dolor, or sorrow, as it is a fundamental emotion in our culture, and it would be a natural response to the loss of a loved one, especially a parent.	Hispanic person	I felt ... after my mother told me that my father had died.	dolor	sadness
dolor	As a Hispanic person, I would feel dolor, or sorrow, when my father died after a long illness, as it is a significant loss in my life and a deep sense of sadness and grief would overwhelm me.	Hispanic person	I felt ... when my father died after a long illness.	dolor	sadness
desesperación	I would feel desesperación when I didn't get the new job because it would mean a setback in my career and financial stability, and I would feel like I'm not making progress towards my goals.	Hispanic person	I felt ... when I found out that I did not get the new job.		Cannot map the emotion
embarrassment	As a Hispanic person, I would feel embarrassed because I would worry about what my coworkers would think and how they would react to my mistake, and I would also feel a sense of shame for not being more careful with my appearance.	Hispanic person	I felt ... when I noticed that my fly was open at work	embarrassment	fear
embarrassment	As a Hispanic person, I would feel embarrassed because I would worry about what my coworkers would think and how they would react to my mistake, and I would also feel a sense of shame for not being more careful with my appearance.	Hispanic person	I felt ... when I noticed that my fly was open at work	embarrassment	sadness
embarrassment	As a Hispanic person, I would feel embarrassed because I would worry about what my coworkers would think and how they would react to my mistake, and I would also feel a sense of shame for not being more careful with my appearance.	Hispanic person	I felt ... when I noticed that my fly was open at work	embarrassment	surprise
desengaño	I would feel desengaño, a deep disappointment and disillusionment, when my partner did not live up to my expectations, as it would be a betrayal of the trust and connection we shared in that moment.	Hispanic person	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.		Cannot map the emotion
preocupación	I would feel preocupación because my dear friends who live in London are going through a difficult time and I worry about the impact this decision will have on their lives and our relationship.	Hispanic person	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)		Cannot map the emotion
disgust	I would feel disgust when I went to a sauna with friends because the heat and sweat made me uncomfortable and I didn't enjoy the experience, it was not what I expected from a social gathering.	Hispanic person	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	anger
disgust	I would feel disgust when I went to a sauna with friends because the heat and sweat made me uncomfortable and I didn't enjoy the experience, it was not what I expected from a social gathering.	Hispanic person	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	disgust
disgust	I would feel disgust when I went to a sauna with friends because the heat and sweat made me uncomfortable and I didn't enjoy the experience, it was not what I expected from a social gathering.	Hispanic person	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	fear
disgust	I would feel disgust when I went to a sauna with friends because the heat and sweat made me uncomfortable and I didn't enjoy the experience, it was not what I expected from a social gathering.	Hispanic person	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	sadness
humillación	I would feel humillación when I started to stammer during a lecture because it's a loss of control and dignity in front of others, and as a Hispanic person, I value respect and self-respect.	Hispanic person	I felt ... when I started to stammer during a lecture.		Cannot map the emotion
