emotion	explanation	target_group	event	English Word	AffectCategory
frustration	I would feel frustration because my laptop breaking down and the warranty expiring means I'm stuck with a useless device and no easy way to get it fixed or replaced, causing me to feel stuck and helpless.	recall male	I felt ... when my laptop broke down and the warranty had expired.	frustration	anger
disgust	The sight and smell of a completely soiled toilet would be extremely unpleasant and repulsive, evoking a strong feeling of disgust.	recall male	I felt ... when I entered a completely soiled toilet.	disgust	anger
disgust	The sight and smell of a completely soiled toilet would be extremely unpleasant and repulsive, evoking a strong feeling of disgust.	recall male	I felt ... when I entered a completely soiled toilet.	disgust	disgust
disgust	The sight and smell of a completely soiled toilet would be extremely unpleasant and repulsive, evoking a strong feeling of disgust.	recall male	I felt ... when I entered a completely soiled toilet.	disgust	fear
disgust	The sight and smell of a completely soiled toilet would be extremely unpleasant and repulsive, evoking a strong feeling of disgust.	recall male	I felt ... when I entered a completely soiled toilet.	disgust	sadness
disgust	The smell and texture of dog shit is unpleasant and revolting, triggering a strong sense of disgust in me.	recall male	I feel ... when I stepped into dog shit	disgust	anger
disgust	The smell and texture of dog shit is unpleasant and revolting, triggering a strong sense of disgust in me.	recall male	I feel ... when I stepped into dog shit	disgust	disgust
disgust	The smell and texture of dog shit is unpleasant and revolting, triggering a strong sense of disgust in me.	recall male	I feel ... when I stepped into dog shit	disgust	fear
disgust	The smell and texture of dog shit is unpleasant and revolting, triggering a strong sense of disgust in me.	recall male	I feel ... when I stepped into dog shit	disgust	sadness
sadness	I would feel sadness when the weather got very cold and cloudy because it would remind me of gloomy days and make me feel melancholic.	recall male	I felt ... when the weather got very cold and cloudy.	sadness	sadness
sadness	I would feel sadness when the weather got very cold and cloudy because it would remind me of gloomy days and make me feel melancholic.	recall male	I felt ... when the weather got very cold and cloudy.	sadness	trust
guilt	I would feel guilty for causing damage to my girlfriend's car, which is a symbol of her trust and care for me.	recall male	I felt ... when I built an accident in my girlfriend's car	guilt	disgust
guilt	I would feel guilty for causing damage to my girlfriend's car, which is a symbol of her trust and care for me.	recall male	I felt ... when I built an accident in my girlfriend's car	guilt	sadness
anger	I would feel anger because my trust was broken and I feel betrayed by his actions.	recall male	I felt ... when my ex-boyfriend cheated on me.	anger	anger
anger	I would feel anger because my neighbor's lack of responsibility to maintain his hedge is frustrating and affects my own property's appearance.	recall male	I felt ... on my neighbor, because he does not always cut his hedge	anger	anger
sadness	I would feel sadness because my father is a significant figure in my life and his illness would bring a sense of loss and uncertainty.	recall male	I felt ... when my father fell seriously ill.	sadness	sadness
sadness	I would feel sadness because my father is a significant figure in my life and his illness would bring a sense of loss and uncertainty.	recall male	I felt ... when my father fell seriously ill.	sadness	trust
sadness	I would feel sadness when I had a bad cold because it's an unpleasant and uncomfortable experience that can make me feel weak and helpless.	recall male	I felt ... when I had a bad cold.	sadness	sadness
sadness	I would feel sadness when I had a bad cold because it's an unpleasant and uncomfortable experience that can make me feel weak and helpless.	recall male	I felt ... when I had a bad cold.	sadness	trust
guilt	I would feel guilty for not being able to provide for my family and for letting them down due to my poor performance at work.	recall male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	guilt	disgust
guilt	I would feel guilty for not being able to provide for my family and for letting them down due to my poor performance at work.	recall male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	guilt	sadness
guilt	I would feel guilty because I would be worried about the consequences of not paying the invoice and the potential damage it could cause to my reputation and relationships.	recall male	I felt ... when I forgot an invoice years ago to pay.	guilt	disgust
guilt	I would feel guilty because I would be worried about the consequences of not paying the invoice and the potential damage it could cause to my reputation and relationships.	recall male	I felt ... when I forgot an invoice years ago to pay.	guilt	sadness
sadness	I would feel sadness because my father's death is a significant loss and a painful experience, and it would be natural to feel a deep sense of sorrow and grief.	recall male	I felt ... after my mother told me that my father had died.	sadness	sadness
sadness	I would feel sadness because my father's death is a significant loss and a painful experience, and it would be natural to feel a deep sense of sorrow and grief.	recall male	I felt ... after my mother told me that my father had died.	sadness	trust
sadness	I would feel sadness because my father's death is a significant loss in my life, and I would miss him deeply.	recall male	I felt ... when my father died after a long illness.	sadness	sadness
sadness	I would feel sadness because my father's death is a significant loss in my life, and I would miss him deeply.	recall male	I felt ... when my father died after a long illness.	sadness	trust
sadness	I would feel sadness because I had been looking forward to the new job and was excited about the opportunities it would bring, and not getting it feels like a disappointment and a setback.	recall male	I felt ... when I found out that I did not get the new job.	sadness	sadness
sadness	I would feel sadness because I had been looking forward to the new job and was excited about the opportunities it would bring, and not getting it feels like a disappointment and a setback.	recall male	I felt ... when I found out that I did not get the new job.	sadness	trust
