emotion	explanation	target_group	event	German	AffectCategory
frust	Ich würde Frustration empfinden, wenn mein Laptop kaputt ging und die Garantie abgelaufen war, weil ich mich dann hilflos und machtlos fühlen würde, was mich sehr nervös und ärgert machen würde.	Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.		Cannot map the emotion
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Eine verschmutzte Toilette ist einfach unangenehm und unhygienisch, was mich zu einem Gefühl von Ekel führen würde.	Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich in Hundescheiße getreten bin, weil ich das als unhygienisch und unangenehm empfinde.	Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	ekel	sadness
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht mehr so gut fühlen würde und meine Stimmung sinken würde.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	anticipation
unbehagen	Das kalte und trübe Wetter würde mich unbehaglich stimmen, weil ich mich dann nicht mehr so gut fühlen würde und meine Stimmung sinken würde.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	unbehagen	sadness
scham	Ich würde Scham empfinden, weil ich meine Freundin enttäuscht habe und ich mich für mein Verhalten schäme.	Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Ich würde Scham empfinden, weil ich meine Freundin enttäuscht habe und ich mich für mein Verhalten schäme.	Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Ich würde Scham empfinden, weil ich meine Freundin enttäuscht habe und ich mich für mein Verhalten schäme.	Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
bitterkeit	Die Bitterkeit über die Tatsache, dass mein Exfreund mich betrogen hat, überwältigt mich. Ich fühle mich verraten und verletzt, und diese Emotion drückt meine Traurigkeit und mein Zorn aus.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	anger
bitterkeit	Die Bitterkeit über die Tatsache, dass mein Exfreund mich betrogen hat, überwältigt mich. Ich fühle mich verraten und verletzt, und diese Emotion drückt meine Traurigkeit und mein Zorn aus.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	disgust
bitterkeit	Die Bitterkeit über die Tatsache, dass mein Exfreund mich betrogen hat, überwältigt mich. Ich fühle mich verraten und verletzt, und diese Emotion drückt meine Traurigkeit und mein Zorn aus.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	sadness
ärger	Ich bin ärgerlich, weil mein Nachbar seine Pflichten vernachlässigt und ich mich um die Auswirkungen seiner Untätigkeit kümmern muss.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich bin ärgerlich, weil mein Nachbar seine Pflichten vernachlässigt und ich mich um die Auswirkungen seiner Untätigkeit kümmern muss.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin ärgerlich, weil mein Nachbar seine Pflichten vernachlässigt und ich mich um die Auswirkungen seiner Untätigkeit kümmern muss.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich bin ärgerlich, weil mein Nachbar seine Pflichten vernachlässigt und ich mich um die Auswirkungen seiner Untätigkeit kümmern muss.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
besorgnis	Ich würde Besorgnis empfinden, wenn mein Vater schwer erkrankt, weil ich mich um seine Gesundheit und mein Verhältnis zu ihm sorge.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.		Cannot map the emotion
beschwerlichkeit	Ich würde Beschwerlichkeit empfinden, wenn ich schwer erkältet war, weil ich mich unwohl und müde fühlen würde und mich nach Ruhe und Erholung sehnen würde.	Frau	Ich fühlte ..., als ich schwer erkältet war.		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich nicht gut genug um meine Arbeit gekümmert habe. Ich würde mich schämen, dass ich meine Verantwortung nicht erfüllt habe und dass meine Familie dadurch leidet.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich nicht gut genug um meine Arbeit gekümmert habe. Ich würde mich schämen, dass ich meine Verantwortung nicht erfüllt habe und dass meine Familie dadurch leidet.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich nicht gut genug um meine Arbeit gekümmert habe. Ich würde mich schämen, dass ich meine Verantwortung nicht erfüllt habe und dass meine Familie dadurch leidet.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich dann schuldig und unorganisiert fühlen würde.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich dann schuldig und unorganisiert fühlen würde.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich dann schuldig und unorganisiert fühlen würde.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
