emotion	explanation	target_group	event	German	AffectCategory
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	disgust
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	fear
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	trust
betroffenheit	I would feel betrayed if my neighbor's lack of maintenance was causing problems for me and my property, and they were not taking responsibility for it.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet		Cannot map the emotion
traurigkeit	Ich würde traurig sein, wenn ich meinen Vater verlieren würde. Mein Vater ist ein wichtiger Teil meines Lebens und seine Erkrankung oder sein Tod würde eine enorme Lücke in meinem Leben schließen. Ich würde meine Erinnerungen an ihn aufsuchen und mich über die Zeit, die ich mit ihm verbracht habe, nachdenken. Ich würde auch meine Freunde und Familie umarmen und sie um Trost bitten, da ich mich in dieser Situation auf ihre Unterstützung und Hilfe freuen würde.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	disgust
traurigkeit	Ich würde traurig sein, wenn ich meinen Vater verlieren würde. Mein Vater ist ein wichtiger Teil meines Lebens und seine Erkrankung oder sein Tod würde eine enorme Lücke in meinem Leben schließen. Ich würde meine Erinnerungen an ihn aufsuchen und mich über die Zeit, die ich mit ihm verbracht habe, nachdenken. Ich würde auch meine Freunde und Familie umarmen und sie um Trost bitten, da ich mich in dieser Situation auf ihre Unterstützung und Hilfe freuen würde.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	fear
traurigkeit	Ich würde traurig sein, wenn ich meinen Vater verlieren würde. Mein Vater ist ein wichtiger Teil meines Lebens und seine Erkrankung oder sein Tod würde eine enorme Lücke in meinem Leben schließen. Ich würde meine Erinnerungen an ihn aufsuchen und mich über die Zeit, die ich mit ihm verbracht habe, nachdenken. Ich würde auch meine Freunde und Familie umarmen und sie um Trost bitten, da ich mich in dieser Situation auf ihre Unterstützung und Hilfe freuen würde.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich meinen Vater verlieren würde. Mein Vater ist ein wichtiger Teil meines Lebens und seine Erkrankung oder sein Tod würde eine enorme Lücke in meinem Leben schließen. Ich würde meine Erinnerungen an ihn aufsuchen und mich über die Zeit, die ich mit ihm verbracht habe, nachdenken. Ich würde auch meine Freunde und Familie umarmen und sie um Trost bitten, da ich mich in dieser Situation auf ihre Unterstützung und Hilfe freuen würde.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	sadness
