emotion	explanation	target_group	event	German	AffectCategory
scham	I would feel shame if I had accidentally stepped in dog feces while walking my own dog. It would be a humiliating experience, especially if it happened in front of others.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	anger
scham	I would feel shame if I had accidentally stepped in dog feces while walking my own dog. It would be a humiliating experience, especially if it happened in front of others.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	disgust
scham	I would feel shame if I had accidentally stepped in dog feces while walking my own dog. It would be a humiliating experience, especially if it happened in front of others.	Mann	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	sadness
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	disgust
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	fear
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich von einem engen Freund oder einer Liebe perdiese. Die Kälte und Trübheit des Wetters würde meine Traurigkeit verstärken und mich in eine einförmige und düsterliche Stimmung bringen.	Mann	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	traurigkeit	trust
scham	I would feel shame if I had caused harm to someone I care about, especially if it was unintentional. Shame is a strong emotion that can arise when we feel we have let someone down or caused them pain, and it can be difficult to shake off this feeling.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	I would feel shame if I had caused harm to someone I care about, especially if it was unintentional. Shame is a strong emotion that can arise when we feel we have let someone down or caused them pain, and it can be difficult to shake off this feeling.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	I would feel shame if I had caused harm to someone I care about, especially if it was unintentional. Shame is a strong emotion that can arise when we feel we have let someone down or caused them pain, and it can be difficult to shake off this feeling.	Mann	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
traurigkeit	I would feel sadness if I had been betrayed by someone I trusted and cared about. The feeling of sadness would be overwhelming and difficult to shake off, as it would be a reminder of the hurt and betrayal I had experienced.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	traurigkeit	disgust
traurigkeit	I would feel sadness if I had been betrayed by someone I trusted and cared about. The feeling of sadness would be overwhelming and difficult to shake off, as it would be a reminder of the hurt and betrayal I had experienced.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	traurigkeit	fear
traurigkeit	I would feel sadness if I had been betrayed by someone I trusted and cared about. The feeling of sadness would be overwhelming and difficult to shake off, as it would be a reminder of the hurt and betrayal I had experienced.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	traurigkeit	sadness
traurigkeit	I would feel sadness if I had been betrayed by someone I trusted and cared about. The feeling of sadness would be overwhelming and difficult to shake off, as it would be a reminder of the hurt and betrayal I had experienced.	Mann	Ich fühlte ..., als mich mein Exfreund betrogen hat.	traurigkeit	sadness
