emotion	explanation	target_group	term	AffectCategory	AssociationFlag
concern	I would feel concern when I heard that Britain was going to leave the euro because it would affect my friends who live in London, and I worry about their well-being and the potential impact on their lives.	male			
fear	The sudden and unexplained noises in the living room, especially from the false ceiling, can be unsettling and evoke a fear response due to the unknown nature of the source and the potential for it to be something more sinister.	male	fear	anger	1.0
fear	The sudden and unexplained noises in the living room, especially from the false ceiling, can be unsettling and evoke a fear response due to the unknown nature of the source and the potential for it to be something more sinister.	male	fear	fear	1.0
fear	The sudden and unexplained noises in the living room, especially from the false ceiling, can be unsettling and evoke a fear response due to the unknown nature of the source and the potential for it to be something more sinister.	male	fear	negative	1.0
fear	I would feel fear as I went shopping across the marketplace because I was afraid of being attacked or harassed by the group of men, and the lack of response from other passersby made the situation more intimidating.	male	fear	anger	1.0
fear	I would feel fear as I went shopping across the marketplace because I was afraid of being attacked or harassed by the group of men, and the lack of response from other passersby made the situation more intimidating.	male	fear	fear	1.0
fear	I would feel fear as I went shopping across the marketplace because I was afraid of being attacked or harassed by the group of men, and the lack of response from other passersby made the situation more intimidating.	male	fear	negative	1.0
regret	I would feel regret when I shouted at my son because I realize that my reaction was not the best way to handle the situation, and I wish I had handled it differently.	male	regret	negative	1.0
regret	I would feel regret when I shouted at my son because I realize that my reaction was not the best way to handle the situation, and I wish I had handled it differently.	male	regret	sadness	1.0
embarrassment	I would feel embarrassment when my pants burst on the inside of my thighs at work, as it's a personal and private issue that's not appropriate for a professional setting, and it would be uncomfortable for me to deal with it in front of my colleagues.	male	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when my pants burst on the inside of my thighs at work, as it's a personal and private issue that's not appropriate for a professional setting, and it would be uncomfortable for me to deal with it in front of my colleagues.	male	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when my pants burst on the inside of my thighs at work, as it's a personal and private issue that's not appropriate for a professional setting, and it would be uncomfortable for me to deal with it in front of my colleagues.	male	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when my pants burst on the inside of my thighs at work, as it's a personal and private issue that's not appropriate for a professional setting, and it would be uncomfortable for me to deal with it in front of my colleagues.	male	embarrassment	surprise	1.0
frustration	I would feel frustration when I received an email from my supervisor saying that I had too many good hours - I could not do my job within the time allowed, as it implies that my efforts are not recognized and my work is not valued.	male	frustration	anger	1.0
frustration	I would feel frustration when I received an email from my supervisor saying that I had too many good hours - I could not do my job within the time allowed, as it implies that my efforts are not recognized and my work is not valued.	male	frustration	negative	1.0
frustration	I would feel frustration when I experienced a situation where my efforts were thwarted by a driver's sudden departure and return, seemingly based on a superficial judgment of a woman's appearance.	male	frustration	anger	1.0
frustration	I would feel frustration when I experienced a situation where my efforts were thwarted by a driver's sudden departure and return, seemingly based on a superficial judgment of a woman's appearance.	male	frustration	negative	1.0
outrage	I would feel outrage when neighbor kid threw stones at our dog through the fence and his dad did not do anything about it, even though he stood nearby and saw everything.	male	outrage	anger	1.0
outrage	I would feel outrage when neighbor kid threw stones at our dog through the fence and his dad did not do anything about it, even though he stood nearby and saw everything.	male	outrage	disgust	1.0
outrage	I would feel outrage when neighbor kid threw stones at our dog through the fence and his dad did not do anything about it, even though he stood nearby and saw everything.	male	outrage	negative	1.0
disappointment	I would feel disappointment when my family's vacation plans were canceled due to the construction delay, as it was something we had been looking forward to for months.	male	disappointment	disgust	1.0
disappointment	I would feel disappointment when my family's vacation plans were canceled due to the construction delay, as it was something we had been looking forward to for months.	male	disappointment	negative	1.0
disappointment	I would feel disappointment when my family's vacation plans were canceled due to the construction delay, as it was something we had been looking forward to for months.	male	disappointment	sadness	1.0
guilt	I would feel guilt when I accidentally shut out my little dog on our balcony, as it was a careless mistake that could have had serious consequences for my pet's well-being.	male	guilt	disgust	1.0
guilt	I would feel guilt when I accidentally shut out my little dog on our balcony, as it was a careless mistake that could have had serious consequences for my pet's well-being.	male	guilt	negative	1.0
guilt	I would feel guilt when I accidentally shut out my little dog on our balcony, as it was a careless mistake that could have had serious consequences for my pet's well-being.	male	guilt	sadness	1.0
fear	I would feel fear when I was terrified of a big, noisy dog as a small child.	male	fear	anger	1.0
fear	I would feel fear when I was terrified of a big, noisy dog as a small child.	male	fear	fear	1.0
fear	I would feel fear when I was terrified of a big, noisy dog as a small child.	male	fear	negative	1.0
frustration	I would feel frustration when in the summer a lot of fruit flies collected on the fruits in the kitchen and when I wanted to take something out of the shell, all of them flew up. It's a minor annoyance that disrupts my routine and makes me feel like I'm not in control of my environment.	male	frustration	anger	1.0
frustration	I would feel frustration when in the summer a lot of fruit flies collected on the fruits in the kitchen and when I wanted to take something out of the shell, all of them flew up. It's a minor annoyance that disrupts my routine and makes me feel like I'm not in control of my environment.	male	frustration	negative	1.0
shame	I would feel shame because I failed to provide for my family during the holiday season, which is a time of joy and giving, and my inability to do so reflects poorly on my role as a provider.	male	shame	disgust	1.0
shame	I would feel shame because I failed to provide for my family during the holiday season, which is a time of joy and giving, and my inability to do so reflects poorly on my role as a provider.	male	shame	fear	1.0
shame	I would feel shame because I failed to provide for my family during the holiday season, which is a time of joy and giving, and my inability to do so reflects poorly on my role as a provider.	male	shame	negative	1.0
shame	I would feel shame because I failed to provide for my family during the holiday season, which is a time of joy and giving, and my inability to do so reflects poorly on my role as a provider.	male	shame	sadness	1.0
regret	I would feel regret for not taking the time to send the Christmas card, which could have been a meaningful gesture to show my care and appreciation for the person, especially since they passed away a few months later.	male	regret	negative	1.0
